country,category,indicator,response,category_id,indicator_id
Ethiopia,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Ethiopia,Pandemic preparedness and response,Influenza specific,Yes 2024,10,48
Ethiopia,Pandemic preparedness and response,COVID-19 specific,Yes 2023,10,49
Ethiopia,Pandemic preparedness and response,All Hazards,No,10,50
Ethiopia,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Ethiopia,Pandemic preparedness and response,Year simulation conducted,No,10,52
Ethiopia,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Ethiopia,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Ethiopia,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Ethiopia,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Ethiopia,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,Yes,12,57
Ethiopia,Zoonotic Influenza surveillance,"If yes, when",2018,12,58
Ethiopia,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
Gabon,Population and Economy,Population,2484789,1,1
Gabon,Population and Economy,Total Health Expenditure,2.71,1,2
Gabon,Population and Economy,Life expectancy,66,1,3
Gabon,Mortality per 100 000 population,All cause/all ages,1185.9,2,4
Gabon,Mortality per 1000 live births,All cause/under 5 years,38.8,3,5
Gabon,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Gabon,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
Gabon,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Gabon,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,3,4,9
Gabon,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,Sentinel,5,10
Gabon,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,Hospital,5,11
Gabon,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,WHO 2014,5,12
Gabon,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,Yes,5,13
Gabon,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,1,5,14
Gabon,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,No response,5,15
Gabon,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Gabon,Virological surveillance,Average number of virological samples processed per week (2024),2,6,32
Gabon,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Gabon,Virological surveillance,Does the country have genomic sequencing capacity?,Yes,6,19
Gabon,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Gabon,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
Gabon,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Gabon,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,Yes,6,23
Gabon,Virological surveillance,RT-PCR,Yes,6,24
Gabon,Virological surveillance,Virus Isolation capacity,No,6,25
Gabon,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Gabon,Virological surveillance,Sequencing capacity,No,6,66
Gabon,Virological surveillance,Does the country forward samples to a WHO CC?,No,6,28
Gabon,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,Yes,8,34
Gabon,Data reporting & use,Does the country report to the FluID?,Yes,8,31
Gabon,Data reporting & use,Reporting consistency (2023-2024),0.91,8,61
Gabon,Data reporting & use,Does the country report to the FluNet?,Yes,8,33
Gabon,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Gabon,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Gabon,Data reporting & use,What year was it performed?,No,8,37
Gabon,Data reporting & use,Was it published? If yes provide link,No,8,39
Gabon,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Gabon,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No,9,41
Gabon,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No,9,42
Gabon,Vaccination,What are the recommended risk groups for influenza vaccine?,No,9,43
Gabon,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No,9,44
Gabon,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,Yes,10,45
Gabon,Pandemic preparedness and response,Year plan Last updated,2023,10,46
Gabon,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,No,10,47
Gabon,Pandemic preparedness and response,Influenza specific,No,10,48
Gabon,Pandemic preparedness and response,COVID-19 specific,No,10,49
Gabon,Pandemic preparedness and response,All Hazards,No,10,50
Gabon,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Gabon,Pandemic preparedness and response,Year simulation conducted,No,10,52
Gabon,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Gabon,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
Gabon,Integration of Influenza surveillance and SARS-CoV-2,Does the country report SARS-CoV-2 results to the Flu Net?,Yes,11,26
Gabon,Zoonotic Influenza surveillance,Does the country perform surveillance activities at the human-animal interface?,Yes,12,56
Gabon,Zoonotic Influenza surveillance,Has the country performed joint risk assessment?,No,12,57
Gabon,Zoonotic Influenza surveillance,"If yes, when",2022,12,58
Gabon,Zoonotic Influenza surveillance,"Has the country held an IHR (International Health
Regulations) / PVS (Performance of Veterinary Services) national bridging workshop for influenza?",Yes,12,17
Gambia,Population and Economy,Population,2697845,1,1
Gambia,Population and Economy,Total Health Expenditure,3.19,1,2
Gambia,Population and Economy,Life expectancy,63,1,3
Gambia,Mortality per 100 000 population,All cause/all ages,1223.7,2,4
Gambia,Mortality per 1000 live births,All cause/under 5 years,45.6,3,5
Gambia,Influenza like Illness (ILI) Surveillance,Type of ILI surveillance,Sentinel,4,6
Gambia,Influenza like Illness (ILI) Surveillance,Surveillance case definition used for ILI case ascertainment.,WHO 2014,4,7
Gambia,Influenza like Illness (ILI) Surveillance,Is laboratory confirmation sought for ILI sentinel surveillance,Yes,4,8
Gambia,Influenza like Illness (ILI) Surveillance,Numbers of ILI sentinel surveillance sites,2,4,9
Gambia,Severe acute respiratory infection (SARI) surveillance,Type of SARI surveillance,No,5,10
Gambia,Severe acute respiratory infection (SARI) surveillance,Sentinel sites involved in SARI surveillance.,N/A,5,11
Gambia,Severe acute respiratory infection (SARI) surveillance,Surveillance case definition used for SARI case ascertainment.,N/A,5,12
Gambia,Severe acute respiratory infection (SARI) surveillance,Is laboratory confirmation sought for SARI sentinel surveillance,N/A,5,13
Gambia,Severe acute respiratory infection (SARI) surveillance,Number of SARI sentinel surveillance sites,N/A,5,14
Gambia,Severe acute respiratory infection (SARI) surveillance,Is there timely all-cause mortality data available in the country?,N/A,5,15
Gambia,Virological surveillance,Type of virological surveillance,Sentinel,6,16
Gambia,Virological surveillance,Average number of virological samples processed per week (2024),No response,6,32
Gambia,Virological surveillance,Does the country have RT-PCR capacity?,Yes,6,18
Gambia,Virological surveillance,Does the country have genomic sequencing capacity?,No,6,19
Gambia,Virological surveillance,Does the country test for other respiratory viruses?,Yes,6,20
Gambia,Virological surveillance,Does the country have a designated National Influenza Centre (NIC),No,6,21
Gambia,Virological surveillance,Does the country have a designated National Influenza reference laboratory?,Yes,6,22
Gambia,Virological surveillance,Does the laboratory participate in the External Quality Assurance Panel (EQAP)?,No,6,23
Gambia,Virological surveillance,Virus Isolation capacity,No,6,25
Gambia,Virological surveillance,Antiviral susceptibility testing capability,No,6,65
Gambia,Virological surveillance,Sequencing capacity,No,6,66
Gambia,Virological surveillance,Does the country forward samples to a WHO CC?,No,6,28
Gambia,Data reporting & use,Are epidemiological and virological sentinel surveillance datasets integrated?,No,8,34
Gambia,Data reporting & use,Does the country report to the FluID?,No,8,31
Gambia,Data reporting & use,Does the country report to the FluNet?,No,8,33
Gambia,Data reporting & use,Does the country use the PISA tool to assess the severity of seasonal influenza?,No,8,35
Gambia,Data reporting & use,Has the country performed a burden of disease analysis?,No,8,36
Gambia,Data reporting & use,What year was it performed?,No,8,37
Gambia,Data reporting & use,Was it published? If yes provide link,No,8,39
Gambia,Vaccination,Does the country have a formal seasonal influenza vaccination policy?,No,9,40
Gambia,Vaccination,Has seasonal influenza vaccine been introduced in the public sector? Year introduced;,No response,9,41
Gambia,Vaccination,Has seasonal influenza vaccine been introduced in the private sector?,No response,9,42
Gambia,Vaccination,What are the recommended risk groups for influenza vaccine?,No response,9,43
Gambia,Vaccination,Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?,No response,9,44
Gambia,Pandemic preparedness and response,Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?,Yes,10,45
Gambia,Pandemic preparedness and response,Year plan Last updated,No response,10,46
Gambia,Pandemic preparedness and response,Does the country have another pandemic preparedness plan available?,Yes,10,47
Gambia,Pandemic preparedness and response,Influenza specific,No,10,48
Gambia,Pandemic preparedness and response,COVID-19 specific,Yes 2020,10,49
Gambia,Pandemic preparedness and response,All Hazards,No,10,50
Gambia,Pandemic preparedness and response,Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?,No,10,51
Gambia,Pandemic preparedness and response,Year simulation conducted,N/A,10,52
Gambia,Pandemic preparedness and response,Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine,No,10,53
Gambia,Integration of Influenza surveillance and SARS-CoV-2,Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?,Yes,11,54
