"country","category","indicator","response"
"Eswatini","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","No"
"Eswatini","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","No"
"Eswatini","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","No"
"Eswatini","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"Eswatini","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","No"
"Eswatini","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","None"
"Eswatini","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","No"
"Eswatini","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","No"
"Eswatini","Virological surveillance","Antiviral susceptibility testing capability","No"
"Eswatini","Virological surveillance","Average number of virological samples processed per week (2024)","N/A"
"Eswatini","Virological surveillance","Does the country forward samples to a WHO CC?","No"
"Eswatini","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","No"
"Eswatini","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","No"
"Eswatini","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Eswatini","Virological surveillance","Does the country test for other respiratory viruses?","Yes"
"Eswatini","Virological surveillance","Does the laboratory participate in the External Quality Assurance Panel (EQAP)?","No response"
"Eswatini","Virological surveillance","Does the National Influenza reference laboratory have:","No"
"Eswatini","Virological surveillance","RT-PCR","N/A"
"Eswatini","Virological surveillance","Sequencing capacity","No"
"Eswatini","Virological surveillance","Type of virological surveillance","No"
"Eswatini","Virological surveillance","Virus Isolation capacity","No"
"Eswatini","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","No"
"Eswatini","Data reporting & use","Does the country report to the FluID?","No"
"Eswatini","Data reporting & use","Does the country report to the FluNet?","No"
"Eswatini","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Eswatini","Data reporting & use","Has the country performed a burden of disease analysis?","No"
"Eswatini","Data reporting & use","Was it published? If yes provide link","None"
"Eswatini","Data reporting & use","What was the estimated burden?","No"
"Eswatini","Data reporting & use","What year was it performed?","No"
"Eswatini","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Eswatini","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No response"
"Eswatini","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No response"
"Eswatini","Vaccination","What are the recommended risk groups for influenza vaccine?","No response"
"Eswatini","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No response"
"Eswatini","Pandemic preparedness and response","All Hazardzs","No"
"Eswatini","Pandemic preparedness and response","COVID-19 specific","No"
"Eswatini","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","No"
"Eswatini","Pandemic preparedness and response","Does the country have an updated national pandemic vaccine deployment plan for Influenza pandemic vaccine","No"
"Eswatini","Pandemic preparedness and response","Does the country have a respiratory pathogen pandemic preparedness pan (PRET)?","No"
"Eswatini","Pandemic preparedness and response","Has the country perfomed a influenza simulation exercise(s) for their pandemic preparedness plan?","No"
"Eswatini","Pandemic preparedness and response","Influenza specific","No"
"Eswatini","Pandemic preparedness and response","Year plan Last updated","No"
"Eswatini","Pandemic preparedness and response","Year simulation conducted","N/a"
"Eswatini","Integration of Influenza surveillance and SARS-CoV-2","Does the country report SARS-CoV-2 results to the Flu Net?","No"
"Eswatini","Integration of Influenza surveillance and SARS-CoV-2","Has the country integrated influenza and SARS-CoV-2 sentinel surveillance?","No"
"Eswatini","Zoonotic Influenza surveillance","Does the country perform surveillance activities at the human-animal interface?","Yes"
"Eswatini","Zoonotic Influenza surveillance","Has the country held an IHR (International Health Regulations) Review?","No"
"Eswatini","Zoonotic Influenza surveillance","Has the country performed joint risk assessment?","No"
"Eswatini","Zoonotic Influenza surveillance","If yes, when","N/A"
"Ethiopia","Population and Economy","Life expectancy","66"
"Ethiopia","Population and Economy","Population","128691692"
"Ethiopia","Population and Economy","Total Health Expenditure","3.21"
"Ethiopia","Mortality per 100 000 population","All cause/all ages","941.2"
"Ethiopia","Mortality per 1000 live births","All cause/under 5 years","46.2"
"Ethiopia","Influenza like Illness (ILI) Surveillance","Is laboratory confirmation sought for ILI sentinel surveillance","Yes"
"Ethiopia","Influenza like Illness (ILI) Surveillance","Numbers of ILI sentinel surveillance sites","4"
"Ethiopia","Influenza like Illness (ILI) Surveillance","Surveillance case definition used for ILI case ascertainment.","WHO 2014"
"Ethiopia","Influenza like Illness (ILI) Surveillance","Type of ILI surveillance","Sentinel"
"Ethiopia","Severe acute respiratory infection (SARI) surveillance","Is laboratory confirmation sought for SARI sentinel surveillance","Yes"
"Ethiopia","Severe acute respiratory infection (SARI) surveillance","Is there timely all-cause mortality data available in the country?","Yes"
"Ethiopia","Severe acute respiratory infection (SARI) surveillance","Number of SARI sentinel surveillance sites","17"
"Ethiopia","Severe acute respiratory infection (SARI) surveillance","Sentinel sites involved in SARI surveillance.","Hospital"
"Ethiopia","Severe acute respiratory infection (SARI) surveillance","Surveillance case definition used for SARI case ascertainment.","WHO 2014"
"Ethiopia","Severe acute respiratory infection (SARI) surveillance","Type of SARI surveillance","Sentinel"
"Ethiopia","Virological surveillance","Antiviral susceptibility testing capability","No"
"Ethiopia","Virological surveillance","Average number of virological samples processed per week (2024)","140"
"Ethiopia","Virological surveillance","Does the country forward samples to a WHO CC?","Yes"
"Ethiopia","Virological surveillance","Does the country have a designated National Influenza reference laboratory?","Yes"
"Ethiopia","Virological surveillance","Does the country have a WHO recognized National Influenza Centre (NIC)?","Yes"
"Ethiopia","Virological surveillance","Does the country have genomic sequencing capacity?","Yes"
"Ethiopia","Virological surveillance","Does the country have RT-PCR capacity?","Yes"
"Ethiopia","Virological surveillance","RT-PCR","Yes"
"Ethiopia","Virological surveillance","Sequencing capacity","Yes"
"Ethiopia","Virological surveillance","Type of virological surveillance","Sentinel"
"Ethiopia","Virological surveillance","Virus Isolation capacity","No"
"Ethiopia","Data reporting & use","Are epidemiological and virological sentinel surveillance datasets integrated?","Yes"
"Ethiopia","Data reporting & use","Does the country report to the FluID?","Yes"
"Ethiopia","Data reporting & use","Does the country report to the FluNet?","Yes"
"Ethiopia","Data reporting & use","Does the country use the PISA tool to assess the severity of seasonal influenza?","No"
"Ethiopia","Data reporting & use","Has the country performed a burden of disease analysis?","In progress"
"Ethiopia","Data reporting & use","Reporting consistency (2023-2024)","1"
"Ethiopia","Data reporting & use","Was it published? If yes provide link","N/a"
"Ethiopia","Data reporting & use","What was the estimated burden?","N/A"
"Ethiopia","Data reporting & use","What year was it performed?","In progress"
"Ethiopia","Vaccination","Does the country have a formal seasonal influenza vaccination policy?","No"
"Ethiopia","Vaccination","Has seasonal influenza vaccine been introduced in the private sector?","No"
"Ethiopia","Vaccination","Has seasonal influenza vaccine been introduced in the public sector? Year introduced;","No"
"Ethiopia","Vaccination","What are the recommended risk groups for influenza vaccine?","No"
"Ethiopia","Vaccination","Which vaccine formulation is used in the country: Northern/Southern hemisphere vaccine?","No"
"Ethiopia","Pandemic preparedness and response","All Hazardzs","No"
"Ethiopia","Pandemic preparedness and response","COVID-19 specific","Yes 2023"
"Ethiopia","Pandemic preparedness and response","Does the country have another pandemic preparedness plan available?","Yes"
